id,bldgsqft,kivapin
179581,1659.8,114670
209412,1673.8,114671
212895,1696.4,114673
33365,1434.8,114675
228755,1595.2,114676
228769,1564,114678
39308,2467.1,11468
253378,1247.5,114680
269366,1542.5,114682
280661,1109.8,114683
50896,1285.2,114685
90413,1713.6,114686
154925,1442.4,114688
80299,1378.9,115313
287856,1424.1,115315
275617,1519.9,115317
226183,1307.8,115319
12603,1218.5,11532
221279,1646.9,115321
236699,1579.1,115322
181203,1783.6,115323
287896,1533.9,115324
26069,928.9,115327
184872,1259.4,115328
23617,1387.5,115329
211359,1279.8,115331
104980,1149.6,115332
28896,987.1,115335
13834,1049.5,115337
147490,937.5,115338
217378,1045.2,11534
38928,992.4,115340
245770,1023.7,115341
52600,5206.5,236082
2597,4181.8,236085
219072,1870.8,94541
52591,1531.7,94538
37504,1834.2,94540
264005,5027.9,236079
175296,1097.9,114702
250588,896.6,114703
215092,699.7,114710
279916,1432.7,102042
150417,1950.4,115326
58234,1164.7,115330
35963,1459.6,115333
258561,1207.7,115336
146057,981.7,115339
251748,4537,236084
56597,8846.9,224889
207682,1529.6,224889
215485,3268,101277
243800,3085,102000
213375,1530.6,102315
266337,1404.7,102318
11646,847.1,102318
105567,1679.2,101750
76907,2034.4,102651
257710,2229.2,102652
1939,5917,102656
27242,6241,102656
56737,5674.8,102656
79191,5920.2,102656
85295,8767.3,102656
87674,8514.3,102656
105586,12426,102656
110472,6509,102656
117960,8217.2,102656
138407,1994.6,102656
141565,3906.3,102656
192039,6065.5,102656
200100,7940.6,102656
242405,6104.3,102656
255213,4123.7,102656
266710,5877.1,102656
288614,4209.8,102656
288631,5900.8,102656
13362,6491.8,102656
45581,8299,102656
56736,6437.9,102656
179832,8497.1,102656
9842,1576.9,102669
284090,5772.7,102671
32676,2191.6,102673
277045,7574.6,102680
255212,1264.8,102683
44008,1186.2,10173
282404,1948.3,101730
210511,1745.9,101731
133756,1238.9,101732
138429,1386.4,101733
237403,3463.9,101735
48039,1948.3,101739
83769,1775,101741
178470,1622.1,101742
81041,1745.9,101744
200152,1779.3,101745
93942,1572.6,101747
117989,2002.1,101748
170156,815.9,10175
169168,1497.3,101752
288623,2018.2,101753
43150,1739.5,102070
113129,1440.2,102072
257255,2224.9,102073
85293,1530.6,102075
83714,1611.4,102076
45646,1449.9,102078
43151,1297.1,102079
199818,1257.2,105477
154617,1681.3,10548
183264,891.3,105482
217918,1317.5,105488
159580,1490.8,105490
261026,1206.6,105494
51375,1148.5,105497
47807,1689.9,105503
256489,1443.5,105506
188395,1060.3,105508
221143,1025.8,105510
278761,1545.7,105513
206601,754.6,105517
188180,1659.8,101566
239480,1757.8,101569
106470,1171.1,10157
186507,2151.7,101570
133783,1319.7,101572
227031,1497.3,101573
244823,1441.3,10158
24491,1621.1,101581
113130,1558.6,101584
42041,1565.1,101587
133784,1637.2,101588
25473,1215.3,10159
198666,1667.3,105922
182523,1194.8,105923
227970,1095.8,105925
25390,1667.3,105926
149233,1095.8,105928
187415,1001.1,105929
175258,831,105930
234327,916,105932
209303,1006.4,105933
166044,1391.8,105935
269704,2268,105936
60001,1603.8,105938
94365,1571.5,10594
49513,2032.2,118170
193826,1277.7,110628
274874,1775,110629
191733,1217.4,110630
187679,1132.4,110631
1354,1069.9,110661
27999,1061.3,110662
161633,1433.8,110664
289614,1243.2,110665
77758,1028,110666
106668,1415.5,110668
236029,1190.5,110669
244779,1347.7,110670
3252,1595.2,110671
77767,1341.2,110673
166088,1624.3,110883
234376,1306.7,110884
212918,1243.2,110885
247927,1206.6,110887
267601,1832,110888
154928,1870.8,110890
97746,1560.8,110892
247401,2095.8,110893
57545,1383.2,110895
236034,1626.4,110896
236035,1959,110898
60287,1179.7,110899
88223,1340.1,11090
77757,1979.5,110900
136817,1416.5,110901
241029,1247.5,110903
88506,1264.8,110904
236081,1406.9,110906
1350,1900.9,110907
71905,1440.2,110909
142122,1053.8,11091
170278,1398.2,111109
255820,1322.9,111111
227999,1429.5,111113
154936,975.2,111117
131662,1284.1,11112
149756,1210.9,111122
53713,1198,111125
142453,2223.8,111125
170474,2144.2,111130
272582,1573.7,108621
264703,2302.4,108623
114005,1621.1,108626
154895,1636.1,108629
202162,1437,108630
163621,452.1,108633
269673,1215.3,108633
205898,1155,108636
20407,2316.4,108638
49006,1139.9,108640
277975,195.9,108640
47195,1317.5,108005
238389,1457.4,108006
144435,1069.9,108007
111801,1302.4,108009
233970,1606,10801
250789,1091.5,108011
3268,1381,108012
216820,1572.6,108014
182573,1162.5,108015
287165,2660.9,108017
179869,1103.3,108019
71931,1200.2,108020
125761,1302.4,108021
128294,1180.8,108022
220171,1237.9,108024
163671,1794.4,108025
179871,1684.6,108027
47190,1217.4,108029
8224,1558.6,10803
131888,837.4,108031
225217,894.5,108032
106756,1574.8,108221
117025,1552.2,108225
22508,1946.1,108227
187571,1251.9,108229
209317,2273.4,108231
44154,1262.6,108232
31082,2240,108234
114006,1463.9,108236
121327,626.5,108236
132021,763.2,108239
49439,1083.9,109773
191734,1361.6,109906
97943,1338,109907
208630,1308.9,109908
219719,2745.9,10991
225156,1476.8,10248
195859,3715.7,236078
271852,924.6,10098
186238,1149.6,100792
1931,1186.2,100795
264443,2105.4,10247
207330,1777.1,102485
52537,1694.3,102487
251455,2206.6,232838
153791,2472.5,232849
41990,2107.6,232852
249604,1384.3,100982
56767,1639.4,100984
271747,1461.8,100985
63325,2248.6,100987
266661,1868.6,100988
204922,912.8,10099
99752,1569.4,100990
282310,2012.9,100991
27258,1618.9,100993
249597,1808.4,100994
5776,7413.2,249032
29909,2566.1,245761
276697,3254,231251
99492,2791.1,231256
5624,14734.8,128973
187446,3424,128973
196369,19319.2,128973
209678,3927.8,128973
214349,15963,128973
267207,4198,128973
156224,2767.4,245758
26947,3661.9,231257
120341,3125.9,231280
17503,1488.7,100228
158977,1776.1,10023
64746,1709.3,100230
148173,1550,100232
151110,2361.6,100234
171624,1707.2,100236
280057,1955.8,100237
188845,1659.8,100995
227160,1656.6,100998
215432,1526.3,100999
211367,1695.3,101
183000,1546.8,1010
213698,1585.5,101000
153995,1545.7,101001
15134,1410.1,101003
59063,1743.8,101004
218952,1763.1,101203
160947,1625.4,101204
271783,2726.5,101206
83797,1672.7,101207
27240,1479,101208
144506,2025.8,10121
206970,2516.6,101211
59116,2304.6,101212
148891,1763.1,101213
15148,1725.5,101215
115972,2490.8,101216
214165,1747,100221
195388,1454.2,100223
183405,651.2,100225
179326,1831,100226
177882,2505.9,100255
188078,1547.9,100229
75116,1606,100231
7039,1432.7,100233
144822,1894.5,100235
218369,2528.5,100238
273909,1833.1,100240
92798,1602.8,100242
255023,2335.8,100244
153735,2155,100247
56489,2125.9,100249
278111,1716.9,10025
110292,2379.9,100251
11619,1702.9,100253
271080,2452,100256
165008,2395,100258
144824,2058.1,100259
277276,2572.6,100262
63093,2224.9,100263
188092,2495.1,100264
179323,2072.1,100265
133869,2217.4,100267
188080,2141,100268
9863,2445.6,100271
257317,2890.1,100274
42274,4007.4,100275
200094,2289.5,100277
138340,1740.5,100279
32610,1431.6,100394
153954,1392.9,100768
26820,2146.3,100769
167523,1372.4,100770
120433,1550,100772
96550,2228.1,100773
195509,1583.4,100774
105576,1856.8,100776
130893,1658.7,100777
81043,1635.1,100779
71963,1162.5,10035
188082,1347.7,100351
276236,1377.8,100356
13270,1458.5,100359
89076,1002.1,256154
282417,1598.5,256154
29844,1517.7,100369
213200,1702.9,100371
7043,2152.8,100374
74623,1479,100377
150945,2527.4,100379
127300,790.1,100380
153697,959.1,100381
200055,1300.3,100385
143613,3226,100387
277280,1884.8,100388
130793,835.3,100388
135558,1247.5,100390
70939,2259.4,100392
278490,1686.7,121613
277218,1369.2,100396
226914,1017.2,100398
11662,3102.2,100399
29823,1465,100400
135557,1373.5,100404
249128,2447.7,100405
42007,1054.9,100407
203198,1369.2,100408
29822,1434.8,100410
13282,1219.6,100413
242607,1448.8,229115
127365,1799.7,229121
232830,1786.8,229122
29993,2293.8,229125
135659,2289.5,229127
148402,2314.3,229128
276638,2819.1,229130
52265,2419.7,229132
11800,2446.7,229133
228348,2191.6,229135
151508,1669.5,101209
200478,1951.5,101210
12006,1596.3,101214
218968,2659.8,101217
148174,1803,100283
87327,1617.8,100285
85122,1800.8,100287
282416,1878.3,100289
240597,1514.5,10029
200054,2369.2,100291
185500,1839.6,100293
7040,1843.9,100295
277279,2417.6,100297
169185,1507,100299
218359,1576.9,100300
11613,1848.2,100302
171617,1773.9,100303
257319,1825.6,100306
169134,1597.4,100308
154560,949.4,10031
185807,1581.2,100310
83911,1667.3,100313
155765,2277.7,100315
56500,2526.3,100317
70934,1550,100319
224333,1514.5,100320
74596,2073.1,100324
276303,1657.7,100326
133782,1709.3,100327
279898,1761,100329
251857,1649,100330
155758,1660.9,100340
7041,1165.7,100341
169186,1339,100343
14845,786.8,100344
47990,1399.3,100344
123098,881.6,100345
207118,1458.5,100348
130802,1678.1,100349
232990,1012.9,100350
251870,1156.1,100352
213207,1372.4,100353
165002,1003.2,100354
80941,736.3,100354
251871,1417.6,100357
14838,1396.1,100358
79877,1638.3,10036
92799,2784.6,100360
13281,1279.8,100362
115791,977.4,100362
13275,1522,100363
99206,1417.6,100364
179313,765.3,100365
201625,2047.3,100365
183391,1334.7,100366
133896,3262.6,100367
185574,1750.2,100368
106476,1735.2,10037
167597,1462.8,100370
224225,1200.2,100372
214175,1283.1,100373
201614,1512.3,100375
110286,1785.7,100282
67,1569.4,100284
42006,1375.6,100286
179295,2162.5,100288
242574,1897.7,100290
228700,1635.1,108060
47987,1871.9,100292
232996,2013.9,100294
246641,2020.4,100296
47988,1918.1,100298
97431,1269.1,10030
52202,1357.3,100301
14843,1916,100304
56491,1973,100305
11612,1743.8,100307
268344,1664.1,100309
284015,1683.5,100311
218461,1340.1,100559
277278,1558.6,100312
93608,1612.4,100314
24530,1699.6,100316
169135,2949.3,100318
14765,1550,100321
9830,2272.3,100325
105556,1659.8,100328
18371,1840.6,10033
268992,913.9,10033
130803,13292.5,100337
139234,1348.7,10034
110287,1314.3,100342
52272,1778.2,229234
87399,2125.9,229240
56727,1430.5,100485
96585,1702.9,100488
7142,1142.1,100491
237445,1205.6,100494
13340,1298.1,100497
281327,1108.7,1005
284080,1246.5,100501
7145,1485.4,100505
93602,1180.8,100508
112847,1420.8,100510
210513,1602.8,100514
155708,1214.2,100517
288626,2350.9,100517
5256,1328.3,10052
136263,304.6,10052
150829,39762.2,255487
71124,1755.6,100528
110618,2127,100530
138430,1138.8,100537
29634,1425.2,100539
37869,1159.3,10054
207297,1340.1,100541
13648,2257.2,100542
202163,1677,100544
37045,1631.8,100545
242645,1389.6,100547
164860,1482.2,100550
131173,1421.9,100551
108859,1651.2,100552
114441,2230.3,48431
237453,1514.5,100531
74592,809.5,100536
127561,1521,100536
207295,1419.8,100540
143551,1352,100546
24695,2538.2,100553
181082,1029,100553
128780,1625.4,48432
150066,1317.5,48439
287730,2039.8,48569
37036,1411.2,100554
42557,1232.5,100556
81372,1550,100557
78102,10683.3,48490
78107,7693,48490
98259,1148.5,48490
98260,4285.1,48490
147295,7605.8,48490
194526,10803.8,48490
220938,4678,48490
263113,10662.8,48490
281165,7704.9,48490
6241,3912.7,48566
35106,653.4,10056
207293,1454.2,100561
188853,1551.1,100562
154001,2093.6,100564
186613,1360.6,100565
133837,900.9,100567
145152,2335.8,100567
169497,1434.8,100568
65368,1453.1,100570
48378,1292.8,100572
143550,602.8,100572
65360,1199.1,100573
45768,1431.6,100575
196381,1743.8,100576
118379,2131.3,100577
13647,1587.7,100581
288679,2284.1,100582
239699,1460.7,100584
93247,1340.1,100585
178855,1927.8,100587
251655,1359.5,100588
48911,906.3,10059
183965,2556.5,100590
60737,2167.9,100592
276587,1411.2,100593
27017,1470.4,100594
11982,1642.6,100596
96878,1917.1,100597
217894,1115.2,1006
10241,1494,100600
29657,1428.4,100601
13638,1411.2,100586
151247,1863.2,100589
213881,1467.1,100591
196379,1403.6,100595
62913,1136.7,100502
237763,1317.5,100598
60850,1241.1,100603
232894,1649,100604
214166,1215.3,100606
451,1357.3,100608
65359,1503.7,100609
276606,1190.5,100610
89691,1210.9,100611
60851,1093.6,100613
201584,1945.1,100614
153922,2101.1,230144
115917,2086.1,230147
183854,3162.5,230150
150960,2146.3,230152
282293,2364.9,230154
156420,2920.3,230157
123168,2385.3,230160
96755,2896.6,230164
214671,2016.1,230166
79095,2038.7,230169
148335,2104.4,230172
213737,2328.3,230175
118302,2062.4,230177
160523,2443.4,230179
228997,2089.3,230182
189834,2665.2,226360
242598,2531.7,229126
127428,2196.9,229129
14919,2502.6,229131
200158,2651.2,229134
29493,2570.4,229138
143467,2326.1,229141
150944,1344.4,100414
203218,589.9,100415
282388,1311.1,100416
188068,1403.6,100418
110620,1249.7,100458
9839,1172.2,100460
110615,1184,100461
120432,1341.2,100463
179693,1271.2,100464
173887,1218.5,100465
45693,1911.7,100467
263473,1289.5,100468
45696,1204.5,100470
32675,1223.9,100471
108559,1234.6,100473
178485,1259.4,100474
3093,3633.9,11438
87264,1191.6,100476
11650,1467.1,100477
135868,1360.6,100479
197556,1189.4,10048
284079,1178.7,100481
239483,1719,100482
120488,1350.9,100483
188864,1257.2,100555
228541,1411.2,100558
227149,1300.3,100560
148558,1419.8,100563
71174,1972,100566
113163,1462.8,100569
196469,1659.8,100571
207279,1515.6,100574
257907,1399.3,100578
190233,1277.7,100580
110599,2582.3,229140
138341,1829.9,100417
47989,1273.4,100422
171627,1614.6,100423
14831,1167.9,100429
171623,1726.5,100432
17496,3820.1,100435
185501,1191.6,100435
284016,3554.3,100435
93629,1241.1,100440
141293,2537.1,100440
123030,1569.4,100449
120490,1276.6,100459
8032,10350.7,10046
161911,1381,116146
42270,1335.8,100462
48041,1261.5,100466
201686,1417.6,100469
52287,1377.8,100472
62922,1181.9,100475
186323,1257.2,100478
89068,1405.8,100480
164746,1367,100484
96699,2442.4,229197
79295,3175.4,229198
274533,2431.6,229199
257275,2203.4,229233
171706,2012.9,229236
185681,2811.6,229241
173937,1195.9,100486
143354,1360.6,100487
200138,1176.5,100489
164740,1822.3,100490
179765,1297.1,100492
251348,1319.7,100493
123151,1164.7,100495
83775,1156.1,100496
200144,1277.7,100498
112849,1623.2,100499
145480,2621,10050
237452,1941.8,100500
178478,1246.5,100503
223941,1301.4,100504
227029,1150.7,100506
239486,1613.5,100507
210532,1156.1,100509
211869,1038.7,10051
60467,1262.6,100511
52186,1327.2,100512
74573,2336.9,100513
26763,1245.4,100515
179690,1651.2,100516
52273,2378.8,100519
115713,2783.6,100520
45689,2609.2,100521
255017,1075.3,100523
89195,1106.5,100525
173881,2713.6,100529
204918,1011.8,10053
68810,3261.5,229200
155712,1530.6,100663
68,1639.4,100666
105549,1596.3,100667
112865,1495.1,100669
202452,1101.2,10067
280059,1807.3,100670
96417,1542.5,100672
85124,1950.4,100673
26616,1477.9,100675
87589,1776.1,100676
218352,1245.4,100678
200389,2390.7,230137
74738,2127,230138
84025,2148.5,230140
144797,2005.3,230141
148329,2065.6,230143
10109,2012.9,230145
85485,2102.2,230146
143872,1946.1,230148
108804,2998.9,230149
213734,2043,230151
209256,2778.2,230153
178427,2680.2,230155
74648,642.6,100716
213209,2141,100716
174014,2023.6,230156
259198,2033.3,230158
271430,1914.9,230159
268830,1994.6,230161
133962,2880.4,230162
118304,2209.8,230163
257419,2279.8,230165
118303,2219.5,230167
277087,2102.2,230168
239634,2487.6,230170
171878,2841.7,230171
79104,2397.1,230173
26959,2206.6,230174
288926,2128,230176
45901,2806.2,230178
127787,3154.9,230180
186869,2043,230181
263824,2072.1,230183
120695,2794.3,230184
119176,2136.7,10068
75103,1908.5,100681
167596,1441.3,100683
123032,1411.2,100656
171528,3180.8,100659
117963,2050.5,100661
83904,1984.9,100664
64757,1574.8,100665
201616,1328.3,100717
80954,1613.5,100668
63065,1962.3,100671
271044,1308.9,100674
186873,2291.7,230139
276539,2500.5,230142
76,1554.3,100680
108699,1481.1,100684
169172,1646.9,100763
24480,1301.4,100766
75096,1338,100798
226986,2447.7,100802
120205,2684.5,100712
9879,1119.5,258142
29816,1531.7,258142
63060,1036.6,100720
155854,1878.3,100720
68455,1587.7,100721
81042,1311.1,100723
138399,1649,100724
89194,1471.4,100726
87218,1867.6,100727
243802,1863.2,100729
196203,1386.4,10073
167514,1742.7,100731
223953,1585.5,100732
226985,2196.9,100734
195508,1434.8,100735
178486,1763.1,100736
108553,1658.7,100738
144761,1617.8,100739
52280,1510.2,100740
143359,511.3,100740
113124,1936.4,100741
138342,2443.4,100685
242519,1443.5,100688
80947,1311.1,100691
110297,856.8,100692
243991,1580.2,100692
188086,1949.4,100695
288813,1042,100695
153698,1481.1,100698
158920,1233.6,10070
42880,1491.9,100700
186047,2172.2,100702
13269,1531.7,100706
178952,1692.1,10071
195390,1606,100711
128426,1237.9,10072
218438,1369.2,100722
143358,1400.4,100725
156372,3373.4,215507
263934,1685.6,100602
148557,1357.3,100607
22661,1275.5,10061
191897,1103.3,100612
186524,1294.9,100615
43576,2364.9,215508
68761,3846,225979
143840,2671.6,215509
9463,892.3,68077
109865,2162.5,68077
76802,1602.8,243106
76802,1602.8,83257
91492,1701.8,68078
232989,2012.9,100616
2095,1347.7,100618
228551,1233.6,100619
133836,1679.2,100620
213878,1658.7,100621
14844,1542.5,100623
177888,658.8,100623
45896,1466.1,100624
271748,1375.6,100626
257901,2129.1,100627
63324,1181.9,100629
42883,1540.3,100631
224227,1680.3,100632
160581,1419.8,100633
280630,1616.8,112102
123461,1386.4,100635
213884,1621.1,100637
112858,2345.5,100638
155855,1659.8,100639
226913,1466.1,100640
93611,1252.9,100641
141288,1602.8,100643
85123,1630.7,100644
179298,1327.2,100648
201624,1517.7,100649
218348,1210.9,100650
130895,1367,100651
133762,1419.8,100653
188190,1399.3,100654
76811,3176.5,229987
186706,1400.4,100617
156645,3934.2,10062
108698,2469.3,100622
28000,1637.2,110774
