id,bldgsqft,kivapin
192870,1054.9,117330
114634,1434.8,117333
179582,1803,113206
230927,1714.7,113209
90410,1771.8,113210
88483,1649,113212
53689,1440.2,113214
228623,1708.2,113215
278040,1503.7,113217
125735,1367,113218
113855,1294.9,113219
198387,1470.4,113221
191743,1493,112087
215537,1272.3,112089
69160,1333.7,11209
269492,1995.6,112090
69345,1169,112092
47175,1457.4,112093
80099,1271.2,112096
272411,1073.2,112097
124413,1511.3,112098
18726,1912.8,112099
271810,1252.9,11210
287104,1572.6,112100
125724,1328.3,112788
90340,1341.2,112790
94890,1384.3,112793
228715,1545.7,112796
198379,1087.2,112799
287110,1092.5,112800
250532,1047.3,112803
113849,1274.5,112806
241000,1184,112809
5816,1044.1,112813
61878,1420.8,112816
280409,1583.4,112819
278030,1272.3,112820
88474,1324,112823
88473,1251.9,112827
49469,1087.2,112829
255842,874,112832
220216,965.5,113202
49483,1558.6,113231
272592,1060.3,113233
55236,1369.2,113313
175492,1400.4,113315
136830,1731.9,113317
106894,1222.8,113318
157372,1495.1,113319
238484,989.2,113139
12996,1266.9,113141
280672,2010.7,113143
85895,4819,11723
70123,1042,117231
40184,1366,117233
23621,1411.2,117236
70124,963.4,117335
210324,1479,117336
267350,3651.1,119009
260462,1312.1,119010
203640,3804,119011
11155,1526.3,119012
5682,1522,119014
40181,598.5,117308
163293,9536.9,11731
121392,1498.3,112627
274854,1234.6,112628
285097,1664.1,112630
98410,1583.4,113872
236654,1582.3,113874
78206,1543.6,113875
51438,1893.4,113876
263026,1097.9,113878
162357,1036.6,113879
172758,1255.1,113880
290617,1424.1,113881
256504,1156.1,113882
6108,908.5,113884
70053,1575.8,113887
137519,924.6,113888
191912,1524.2,113890
21159,1502.7,113892
117763,1429.5,113893
262765,942.9,113896
248088,1828.8,113898
49784,1738.4,113899
150411,1194.8,1139
278976,1758.8,115156
12605,2836.3,11516
55444,1389.6,115162
78253,1722.2,115163
164433,1825.6,115165
211308,1454.2,115166
117773,1680.3,115168
19613,1602.8,115169
23338,1778.2,115170
188385,1426.2,115172
129005,1202.3,115174
55387,1656.6,115175
222467,1629.7,115176
258516,1430.5,115178
66815,1817,115179
143111,1488.7,115180
36366,1650.1,115181
16176,1381,115183
270327,1562.9,115184
119709,1232.5,115186
75868,1262.6,115187
137538,1424.1,115189
177329,1381,115437
157937,1200.2,115442
236702,1490.8,115446
161630,1146.4,110738
287086,1215.3,110739
111765,1401.5,110740
33582,1330.4,110741
128292,1359.5,110742
25657,727.6,110744
144453,428.4,110744
54951,1539.3,110745
217114,1132.4,110746
179875,1165.7,110748
69334,1626.4,110749
139629,1730.9,110750
175509,1644.7,110751
193816,1829.9,110931
8632,1669.5,110934
71906,1934.3,110937
220474,6918,11094
255823,2270.1,110944
203034,1730.9,110947
260524,11645.6,11095
111768,2204.5,110952
136875,1612.4,110955
25643,1686.7,110958
35471,1727.6,110960
3304,1733,110963
142454,775,110965
121355,1438.1,110967
85015,1538.2,110970
262320,594.2,110970
121356,2122.7,110971
61993,1927.8,110973
142368,770.7,110973
166085,1564,111155
47185,1598.5,111157
57557,1988.1,111158
71909,847.1,111161
3280,1352,111164
236210,1459.6,111194
12968,1306.7,111197
47378,12416.3,1112
43920,1130.2,111201
262285,1282,111203
3260,1377.8,111204
136824,850.4,111206
116857,899.9,111208
82453,904.2,111210
161641,1017.2,111213
166094,1064.6,111216
212875,1778.2,110354
125712,1813.7,110356
116842,1713.6,110357
66042,1571.5,110358
253350,1475.7,110360
33776,1023.7,110362
182548,1294.9,110363
234366,1678.1,110365
152175,1258.3,110366
69330,1499.4,110368
236015,839.6,110368
289726,1670.6,11037
47179,1156.1,110370
114034,1232.5,110372
75407,1584.5,110374
35452,1278.8,110375
35451,1513.4,110403
66048,1723.3,110405
85012,1477.9,110406
158970,2102.2,11047
205552,2155,110470
272574,1955.8,110472
161631,1965.5,110752
142255,676,110755
228708,1361.6,110755
113876,1325,110756
54950,1694.3,110757
5414,1428.4,110758
217113,684.6,110758
18377,1187.3,11076
125759,694.3,110760
228706,1668.4,110760
25663,1383.2,110761
25662,1410.1,110763
33587,939.7,110677
79742,864.3,11068
118909,2043,11068
152189,1927.8,110682
203048,1896.6,110685
264809,1457.4,110689
149717,1602.8,110691
111771,1391.8,110694
152183,1445.6,110696
267553,581.3,110696
182565,1512.3,110698
65846,1284.1,110700
152182,413.3,110700
128343,1498.3,110703
1395,1405.8,110975
152430,1582.3,112103
88488,1315.4,112105
82238,1607.1,112106
197124,1532.8,112107
203098,1273.4,112109
190785,2646.9,11211
247920,1406.9,112111
128321,1330.4,112113
124618,1669.5,112114
216730,1526.3,112261
65849,1548.9,112264
274861,1402.5,112266
116870,1734.1,112269
230930,5741.5,112270
53683,6245.3,112270
53690,2862.1,112270
198389,993.5,112273
5815,1264.8,112275
196801,1491.9,112278
269891,18326.8,11228
179625,1067.8,112283
75420,1526.3,112286
39424,1259.4,112288
22807,1030.1,112292
262354,4497.2,112294
119334,1545.7,111602
139638,1741.6,111604
170466,254,111606
208637,1097.9,111606
208638,1147.4,111609
43926,1065.6,111610
10837,1073.2,111612
71923,1052.7,111614
90392,1854.6,111616
182564,1265.8,111619
136828,1719,111620
25383,1462.8,111622
253224,1402.5,111623
25586,104.4,11163
170392,1593.1,111631
193828,1166.8,111634
11127,1116.2,112849
216825,1164.7,112850
43989,1063.5,112851
250525,1474.7,112853
154970,1306.7,112854
182276,1299.2,112855
149730,995.7,112857
253237,1390.7,112858
193192,996.7,11286
139649,1297.1,112860
196797,1596.3,112862
54979,2407.9,113176
196789,1906.3,113181
161648,1593.1,112572
175506,240,112577
176536,3212,112577
71983,1146.4,11258
209703,1227.1,112582
5814,1546.8,112585
50889,1340.1,112587
200832,1431.6,11259
280402,1786.8,112591
166141,1177.6,112595
191812,848.2,112597
111810,1220.6,112600
80024,3756.6,112602
253247,7797.4,112602
277969,621.1,112602
31401,4796.4,112604
119277,1063.5,112864
11116,1406.9,112866
262364,1044.1,112867
272603,1276.6,112868
10968,1062.4,11287
53685,1322.9,112870
285101,1349.8,112872
55235,1319.7,112873
3291,1172.2,112874
238462,1224.9,112876
103023,1192.7,112877
228732,1149.6,112879
176952,533.9,112880
152422,1120.5,112881
5691,1689.9,112883
181984,1773.9,112884
31370,1301.4,112885
39701,2526.3,112887
43962,1206.6,112889
57607,1355.2,11289
128607,1392.9,112890
90693,2510.2,112892
122515,1579.1,115452
107652,1993.5,115455
261133,1136.7,115456
75854,1513.4,115461
140533,769.6,115757
181071,1515.6,115463
101510,1300.3,115466
104982,678.1,115471
44851,884.8,115475
35964,1832,115478
159566,1773.9,115750
281382,1988.1,115751
51466,1494,115753
258556,1187.3,115754
210321,1221.7,115756
287875,1355.2,115759
146037,1304.6,115760
58224,2409,115762
34331,1206.6,115763
210322,1790.1,115765
275629,1869.7,115767
236669,876.2,115768
236709,1382.1,115684
166565,1601.7,115688
23069,1197,115962
25879,1655.5,115963
164405,1485.4,115964
125047,1052.7,115965
80147,1366,115967
281369,1190.5,115968
49262,1490.8,11597
143142,1203.4,115971
164404,2695.3,115972
184840,1924.6,115974
241502,1626.4,115975
114847,1910.6,115977
210327,1447.8,115979
236701,947.2,115980
117397,1918.1,115981
273225,1068.9,115983
261135,1040.9,115984
103710,1249.7,115986
16217,1065.6,115987
114616,1451,115989
129046,2229.2,115990
132671,1526.3,115992
234181,1123.8,116147
94915,1171.1,110773
8691,1498.3,116153
128992,1705,115912
218190,1878.3,115915
270309,1113,115918
194687,2222.8,115920
49396,1604.9,115924
188046,1379.9,115926
157228,1314.3,115928
66294,1254,11593
70121,1138.8,115932
3973,1846,115936
164406,1040.9,115939
122522,1829.9,115940
83174,989.2,115942
88484,1499.4,113186
225484,1359.5,113193
146735,1730.9,113196
216782,1927.8,116861
160003,1053.8,116864
50097,829.9,116867
94366,2002.1,11687
273291,865.4,116872
279004,1403.6,116876
190054,1359.5,116879
49373,1163.6,116881
166412,1486.5,116885
128920,1466.1,116891
226185,1500.5,116894
256728,1186.2,117207
233968,8139.7,11721
4002,1042,117212
23589,2077.5,117215
70073,846.1,117218
235132,290.6,117218
132677,880.5,117220
287647,912.8,117223
38240,1694.3,110369
163498,584.5,110371
179587,1864.3,110371
166122,1758.8,110373
176546,1910.6,110404
18717,2470.3,110469
33782,2371.3,110471
85021,1202.3,110764
100820,1681.3,110765
289633,564,110766
119327,1320.7,110766
238393,1562.9,110767
100827,1242.2,110768
187684,1567.2,110769
212878,1634,110770
8629,1526.3,110771
205564,1475.7,110772
250780,447.8,110772
71913,1453.1,110775
215545,1184,110777
37952,1192.7,110778
247577,1260.5,11078
10838,1298.1,110780
136876,968.8,110781
163667,1416.5,110783
71942,1356.3,110784
166448,1476.8,120797
27773,1230.3,120799
287162,856.8,120800
269333,1332.6,120802
163726,1287.4,120803
69379,1257.2,120805
61894,1963.4,120809
80089,1955.8,120810
161859,1965.5,120811
241045,1907.4,120813
241175,902,113901
177482,1491.9,113903
222454,1274.5,113904
91912,1184,113906
82912,1578,113907
38940,1505.9,113909
174682,1288.5,11391
36357,1184,113913
256488,1778.2,113915
38941,1428.4,113916
88331,1566.2,114614
38501,1559.7,114615
100625,1447.8,114617
161885,1340.1,114618
194630,1376.7,114521
95623,1339,114523
217926,1539.3,114526
270261,1522,114529
55392,1539.3,114530
117779,1612.4,114533
231772,1319.7,114536
75858,1905.2,114539
137527,1357.3,114540
83172,964.5,114918
47857,2027.9,114919
275632,1118.4,114924
95863,950.5,114932
283425,1534.9,114934
241224,1531.7,114935
278750,1544.6,113846
70118,3188.3,114940
6567,1800.8,114941
273270,1812.7,114944
287129,1502.7,112673
154968,1540.3,112675
5416,1373.5,112676
116845,725.5,112676
49443,1030.1,112678
144460,1420.8,112679
100596,1345.5,112680
100825,1497.3,112681
47139,1038.7,112835
230991,1387.5,112838
97435,1057,11284
47194,1510.2,112842
267571,1143.1,112844
113712,2188.3,11086
97940,1656.6,110860
240518,1466.1,110861
197531,1381,110862
65836,1823.4,110864
176543,903.1,110865
193824,1696.4,110865
86413,1045.2,110867
88531,2074.2,110868
175532,1076.4,110870
212860,1779.3,110871
269722,1301.4,111075
18779,1044.1,112652
8688,837.4,112894
116666,742.7,112896
35317,1028,112897
269367,1291.7,112899
179346,1023.7,112900
179344,1322.9,112901
113910,1531.7,112903
205255,1602.8,112903
196829,1433.8,112904
100597,948.3,112906
39702,1134.5,112907
88597,3416.5,112909
94877,4804,112909
3564,1205.6,112911
27783,1227.1,112912
82284,671.7,112913
47242,1858.9,112915
155000,1749.2,112916
82227,1073.2,112918
274892,940.8,112919
250600,1447.8,112920
181970,1151.7,112921
262347,1094.7,112922
265121,1161.4,113488
80087,1548.9,113489
216890,876.2,113491
163733,819.1,113493
125780,923.6,113494
152452,678.1,113496
157227,570.5,113497
228793,1116.2,113497
285073,1190.5,113499
38030,3955.8,11350
1406,1015,113501
241115,964.5,113502
35266,1349.8,113504
274941,1152.8,119759
289926,1021.5,119761
212904,1113,119762
187670,1477.9,119764
18769,986,119765
101061,1186.2,119766
12942,388.6,119768
187677,1375.6,119768
201860,1103.3,119769
267594,1553.2,119770
287144,1146.4,119924
245041,1667.3,119927
106490,1356.3,11993
200802,2258.3,11993
272992,1024.7,1108
289632,596.3,110801
82445,1548.9,110801
203038,1800.8,110802
128290,1646.9,110804
225209,1588.8,110805
250786,994.6,110807
157388,1667.3,110808
201780,1744.8,110809
220166,1357.3,110810
33588,1615.7,110811
154926,11345.3,110989
287148,7045,110989
163490,3904.1,110991
55414,1190.5,1110
31376,5380.9,111009
71888,4341.1,111011
65832,11710.2,111014
191802,4726.5,111014
193818,468.2,111014
27949,1522,111018
39419,1190.5,111020
269723,1950.4,111023
172923,1333.7,114895
21132,1808.4,114896
5807,1522,111328
272288,2744.8,11133
253376,1722.2,111331
27990,1495.1,111332
20276,1460.7,111334
205594,1615.7,111336
212901,1602.8,111337
157404,1181.9,111339
128337,1636.1,110473
170393,1747,111077
80097,1230.3,111078
22764,1487.6,111079
119076,813.8,111080
101072,1417.6,111081
132096,1316.4,111083
88505,1149.6,111084
114030,1347.7,111086
176548,1156.1,111087
175915,1491.9,11109
209099,505.9,111091
274927,2039.8,111091
23101,885.9,111092
253285,1734.1,111092
12945,1738.4,111093
90390,1776.1,111095
66584,1099,115771
278995,750.3,115772
32046,869.7,115773
287876,1146.4,115774
206706,1819.1,115776
281375,1328.3,115777
211383,1199.1,115779
122512,1044.1,115781
47855,797.6,115782
157925,965.5,115784
13840,978.4,115785
16295,12451.8,115789
245910,2142,115790
189604,1205.6,114865
26070,1627.5,114868
28898,1536,114872
140530,1540.3,114875
235118,1457.4,114878
126578,1308.9,114879
270312,1539.3,114882
3974,1479,114885
38929,1220.6,114888
122517,2312.1,114889
283427,597.4,114889
91039,1651.2,114161
6094,1481.1,114164
242882,1993.5,114166
21138,1935.4,114168
216796,1270.2,114169
158086,1379.9,114170
129368,1299.2,114048
84848,1416.5,11405
91913,1990.3,114050
280671,2328.3,114621
77589,1736.2,114622
170416,1047.3,114624
8658,1621.1,114625
65857,4678,114627
3084,1207.7,11463
61877,1426.2,114630
12994,1507,114632
230925,1415.5,114633
100855,1342.3,114635
220202,1339,114636
182292,1630.7,114638
11080,1416.5,114639
8028,2489.7,11464
34363,1205.6,114360
199871,1578,115945
157929,1219.6,115480
258551,1735.2,115954
280707,1440.2,115957
208875,2543.5,11596
241120,1288.5,115960
205258,1069.9,115961
194686,1425.2,115966
83165,1014,115969
26366,1194.8,115970
286044,2587.7,115976
157926,2073.1,115978
260500,1575.8,11598
214758,1939.7,110977
285130,1383.2,110979
209463,1162.5,11098
132103,1416.5,110980
12944,1325,110982
77540,1491.9,110983
94882,2128,110985
136872,1935.4,110986
10894,3258.3,110988
228006,4463.8,110992
102983,12879.1,110995
82215,21426.8,110998
28883,1102.2,111
183070,1207.7,111
284794,4246.4,11100
20469,1208.8,111219
209430,1123.8,111220
55226,938.6,111223
27958,1311.1,111226
119330,1141,111229
236050,1288.5,111231
220174,976.3,111233
94921,1313.2,111235
264816,981.7,111236
225233,1031.2,111238
82460,1202.3,111240
182570,1248.6,111243
274816,1240,111245
35469,1403.6,111247
205575,1462.8,111249
152173,1247.5,110474
225201,374.6,110474
247449,1343.3,110475
77763,1913.8,110477
39414,1480.1,110478
118908,1836.3,11048
61999,1402.5,110480
244776,2202.3,110481
20444,1139.9,110483
3257,1838.5,110484
215541,2385.3,110486
22657,326.1,11031
181269,572.6,11031
121354,1564,110312
220057,1594.1,110314
121353,1753.5,110317
193194,953.7,11032
139621,1024.7,110323
159127,1546.8,110325
35461,1629.7,110327
53435,1869.7,110330
238449,1904.2,110333
250790,1763.1,110707
47178,1941.8,110708
289634,1441.3,110713
197618,1717.9,110717
231259,1226,110723
212871,1396.1,110727
197620,993.5,110730
97934,850.4,110730
163500,1460.7,110733
247579,1198,11074
269496,1361.6,110743
35465,1134.5,110747
60134,1000,11075
113882,1423,110753
8630,1468.2,110754
269495,1599.5,110759
25664,390.7,110762
128291,1646.9,110762
8671,1539.3,111004
11150,1179.7,111004
197621,2490.8,111010
131854,5333.6,111013
209428,1846,111015
65825,1558.6,111016
272417,320.8,111017
280371,1601.7,111017
82506,1455.3,111019
47137,1214.2,112308
18525,1122.7,112311
94898,854.7,112313
8373,821.3,112314
139685,2949.3,112315
125737,3701.7,112317
247906,1674.9,112320
278027,1087.2,112321
212888,1162.5,112322
250519,1476.8,112324
154974,1320.7,112326
278041,1242.2,112327
267584,1102.2,112329
267577,1015,112330
39604,1381,112332
157364,1018.3,112334
253227,1278.8,111702
152194,654.5,111704
209373,1373.5,111704
285279,1614.6,111706
287078,1569.4,111840
38249,831,111843
209425,1107.6,111848
260450,1252.9,111852
38248,1417.6,111855
121381,1107.6,111858
106677,1214.2,111860
97759,2141,114794
201411,1447.8,114796
142467,1666.3,114797
161919,1317.5,114798
26283,1768.5,1148
6107,1441.3,115232
40332,1598.5,115232
125028,2085,115232
188290,23999.4,115232
253987,11124.6,115232
265509,7716.7,115232
265510,1538.2,115232
78209,1224.9,115235
265524,1546.8,115236
184784,1216.3,115237
248110,959.1,115238
274963,1585.5,11524
248117,1404.7,115240
287850,1346.6,115242
177444,1322.9,115244
211304,1413.3,115245
199819,1336.9,115247
26083,1322.9,115248
118899,1275.5,11525
225164,1502.7,11525
143108,976.3,115250
136820,1416.5,112060
106625,1116.2,112063
85028,1217.4,112066
94912,1188.3,112068
215897,23242.7,11207
106624,967.7,112074
203058,1143.1,112077
144466,1252.9,112079
37958,808.4,112081
201796,1349.8,112081
289622,1075.3,112086
264765,1178.7,112088
119337,1482.2,112091
132119,1634,112094
132126,1575.8,112095
31483,1055.9,1121
245015,908.5,112336
215070,23689.4,112339
264853,1270.2,112342
179626,1161.4,112343
86332,1022.6,112345
260659,1179.7,112346
175457,1340.1,112348
212639,7666.1,11235
18524,996.7,112350
175461,1657.7,112352
65802,1366,112354
166134,939.7,112355
289840,1043,112357
216892,1421.9,112893
95663,1567.2,1132
88328,265.9,113201
128329,1107.6,113201
228638,1629.7,113232
198385,1044.1,113236
267575,2003.2,113239
228619,1038.7,113241
241011,1152.8,113245
245022,1749.2,113311
247899,1092.5,113314
11131,1401.5,113316
100786,530.7,113316
44402,5881.4,11332
77773,1401.5,113320
100785,1247.5,113321
131886,1171.1,113322
146932,1559.7,113323
3292,294.9,113324
176903,1421.9,113324
262366,1426.2,113325
265560,1230.3,115691
88658,1448.8,11599
146046,1562.9,115991
275630,2181.9,115994
61863,1397.2,115995
90701,1246.5,115996
61824,1024.7,115999
45002,862.2,1160
116660,1411.2,116000
152460,1629.7,116003
25881,2009.6,116004
287207,410.1,116004
94769,1324,116005
267367,2187.2,116008
155006,1404.7,116009
132176,1298.1,116010
198453,1343.3,116011
149774,1194.8,116013
119323,1515.6,116014
38543,1194.8,116016
11171,1676,116018
193516,845,116018
86592,1841.7,116019
57790,1322.9,11602
157231,1055.9,116021
35275,1138.8,116022
72437,1345.5,116024
139662,1504.8,116025
33408,1444.5,116027
113916,1205.6,116028
234168,1431.6,116029
209891,1335.8,116030
58062,567.3,116031
121419,1304.6,116031
236329,1030.1,116033
20281,1431.6,116034
61866,1376.7,116036
262335,2012.9,116038
250594,1004.3,116039
236327,917.1,116040
209898,1206.6,116041
262336,978.4,116042
33407,1274.5,116044
198449,1596.3,116045
121417,1397.2,116046
157590,1418.7,15895
35967,1076.4,115948
270307,571.6,115948
66123,1766.4,116047
13028,1640.4,116048
8349,1364.9,11605
287206,1668.4,116050
61900,1183,116054
209905,1598.5,116055
228827,1499.4,116056
136690,2125.9,116057
161900,1442.4,116058
117271,1708.2,11606
90400,1465,116061
201764,1705,116062
103003,1809.4,116064
119322,391.8,116064
242922,3689.9,115993
121476,2152.8,115997
73177,1175.4,115998
272277,1800.8,11600
278495,1489.7,116002
137772,1302.4,115988
22875,1354.1,11601
125787,1078.6,116012
90698,1190.5,116015
260675,4243.2,116017
35268,1409,116020
241121,2194.8,116023
55278,2125.9,116026
140066,1361.6,11603
94772,2870.8,116032
205264,1870.8,116035
289887,1335.8,116037
142574,1592,11604
225210,1336.9,113326
39602,1362.7,113327
163679,1680.3,113329
47132,1214.2,113331
243196,1275.5,117227
21385,690,117232
26067,1193.7,117334
181193,1029,117337
163731,1068.9,119013
220154,750.3,119017
205251,1548.9,120767
247931,1071,120768
65886,1391.8,120770
247924,992.4,120772
234431,476.8,120774
157381,1232.5,120775
33580,1402.5,120777
272391,1622.1,120779
211759,829.9,12078
241050,866.5,120780
43975,783.6,120782
267544,17024.3,112606
136846,10462.6,112608
121424,935.4,112611
236095,958,112614
80131,1719,112618
61885,1939.7,112620
1363,1357.3,112622
215164,1447.8,112625
240999,1546.8,112626
193834,1138.8,112629
53675,1480.1,112632
128358,1727.6,112635
236060,1231.4,112637
136861,1618.9,112640
136868,1507,112644
260684,1440.2,112647
220218,1361.6,113332
94704,1674.9,113334
280662,1590.9,113335
154971,1804,113337
8385,1138.8,113338
193469,1804,113342
274931,1808.4,113343
250822,1754.5,113345
112510,1292.8,115982
199869,1728.7,115985
128345,680.3,110786
260449,1344.4,110786
128336,1129.1,110787
95070,1937.5,110789
193817,1504.8,111033
119070,1078.6,111034
139633,1446.7,111036
22765,1352,111037
228010,1300.3,111038
116529,2010.7,11104
95069,1795.4,111040
57546,1730.9,111042
102996,668.4,111042
124408,1612.4,111044
144458,691,111044
61994,1393.9,111045
159122,1197,111046
161627,1122.7,111047
80091,1340.1,111049
161626,1238.9,110972
69332,1486.5,110974
212917,1874,110976
11149,1382.1,110978
124632,1134.5,110981
265112,2049.5,110984
272579,1593.1,110987
264760,1321.8,111282
116869,1360.6,112359
58025,1731.9,112364
269363,1451,112365
128287,1333.7,111637
57564,1161.4,111863
241058,1125.9,111864
60034,1164.7,111865
234318,1425.2,111866
280640,1397.2,111867
3259,1358.4,111868
8640,1917.1,111869
90018,2402.5,11187
285280,1310,111870
121364,1386.4,111871
20470,1157.1,111873
53443,1229.2,111874
136823,1054.9,111875
18728,1003.2,111876
236037,1135.6,111878
86414,1324,111879
274817,981.7,111862
189605,1066.7,115252
91038,950.5,115253
126485,1561.9,115254
253996,884.8,115256
51465,1148.5,116336
51456,824.5,116338
236104,1097.9,116339
285076,1828.8,116340
31156,893.4,116343
58054,1317.5,116345
58063,785.8,116345
75435,1590.9,116346
75421,1262.6,113213
225483,1799.7,113216
139684,1490.8,113222
121444,1321.8,113224
149798,1349.8,113227
129798,1486.5,158065
181423,905.3,158065
47136,1441.3,113230
234148,1081.8,114774
49277,1703.9,112101
128330,1592,112104
280667,1469.3,112108
116873,1650.1,112110
121400,718,112112
170428,1113,112116
269357,176.5,112116
238391,477.9,112119
244787,1650.1,112121
23065,1867.6,116049
179377,9803.9,116051
25880,2864.3,116053
157230,1465,116059
47248,1203.4,116063
61865,573.7,116063
94729,1206.6,116066
161905,1583.4,116067
220251,1953.7,116069
234175,1202.3,116070
159379,1297.1,116074
274871,1509.1,111021
27950,1663,111022
144461,1275.5,111024
116846,1598.5,111025
69333,1752.4,111026
287091,1729.8,111028
119071,1621.1,111029
152184,1522,111030
31375,1416.5,111031
157387,1318.6,111251
269501,1357.3,111253
209379,1325,111255
57559,1081.8,111258
22776,1226,111259
139630,1167.9,111260
182513,1310,111262
25660,1301.4,111264
215160,1973,111265
33601,1829.9,111267
22561,1411.2,111269
136842,1224.9,111270
75416,2065.6,111272
170473,1170,111274
289841,1200.2,111275
161639,1082.9,111277
88486,1284.1,111278
245007,973.1,111280
28634,1158.2,113840
262332,1362.7,110334
124027,3069.9,11034
116851,1143.1,110342
60269,1382.1,110345
1349,1679.2,110348
97741,1556.5,110350
97740,1206.6,110353
238439,1696.4,110355
131844,1555.4,110359
66041,1420.8,110361
212866,1660.9,110364
272577,934.3,110367
166582,1536,113920
104432,1273.4,113922
34357,1294.9,113923
188393,1628.6,113925
198804,1446.7,113926
166581,1271.2,113927
147421,1981.7,114115
181081,1469.3,114117
38646,1485.4,114118
287843,2077.5,114120
58185,1413.3,114122
51421,1251.9,114123
51422,1826.7,114125
55445,1877.2,114126
206635,1089.3,114128
50261,1133.4,114129
28836,1541.4,114131
72588,1658.7,114132
159523,1457.4,114134
235101,1662,114135
242881,1762.1,114137
103672,1152.8,114138
261965,1091.5,11414
70074,1392.9,114140
159522,1753.5,114141
101511,1345.5,114143
199830,725.5,114143
256497,1719,114144
229035,908.5,114400
95624,1248.6,114401
285052,4641.4,114596
238426,1341.2,114597
58042,1361.6,114599
270296,944,1146
280681,1404.7,114600
49488,1031.2,114601
260460,1555.4,114603
175393,881.6,114604
54976,1488.7,114606
25689,1469.3,114607
121405,1499.4,114609
25933,1536,119175
255301,3518.8,11461
86307,1456.4,114611
193473,1040.9,114612
119329,1533.9,116073
49368,892.3,116075
152352,2566.1,11608
77621,1210.9,116080
176589,1470.4,116082
161904,1270.2,116083
245334,1905.2,116085
260680,1500.5,116086
90406,1844.9,116087
139661,1593.1,116089
33398,691,116090
47245,1817,116090
86320,1333.7,116091
47246,1329.4,116092
61822,853.6,116651
114386,1600.6,116653
3574,1434.8,116654
5737,602.8,116656
191319,916,116657
136892,270.2,116659
128609,3534.9,113453
220254,974.1,113456
241116,1123.8,113457
198439,916,113459
18784,1744.8,113461
155010,976.3,113463
55287,1227.1,113464
58061,1203.4,113466
149835,1298.1,113468
241117,1238.9,113469
208792,1469.3,113471
53725,1777.1,113472
209894,1738.4,113474
146748,1554.3,113476
136867,342.3,113477
31371,1551.1,113479
47241,1093.6,113481
49507,1353,113482
72446,934.3,113483
278475,1411.2,113485
203153,1093.6,113486
253499,1969.8,113505
198437,1551.1,113507
175292,1607.1,113509
260425,1522,113398
27782,1246.5,113510
155001,1218.5,113513
170565,1465,119178
192388,1458.5,113870
188330,1655.5,113873
289849,1751.3,112705
181958,1571.5,112706
149834,1557.6,112708
205254,1467.1,112709
154993,1722.2,112710
90695,1383.2,112711
264826,592,112711
234170,1620,112712
220107,1261.5,112414
33410,15806.9,112715
193538,5862.1,112715
260674,5556.4,112715
265122,12053.5,112715
238471,2973,112717
100784,1648,112720
128324,1611.4,112721
53676,1252.9,112723
236047,1499.4,112724
203179,1527.4,112726
136836,1594.1,112727
198383,1659.8,112729
113851,1275.5,112731
260426,1431.6,112732
152424,2736.2,112734
285100,1527.4,112735
287119,1355.2,112737
253230,1420.8,112738
225215,1382.1,112739
39600,1424.1,112740
95625,1169,114411
194699,1504.8,114413
217929,1055.9,114414
194705,1249.7,114416
273030,1343.3,114417
258513,1518.8,114419
181364,899.9,11442
181107,1435.9,114421
184782,1632.9,114422
104794,623.2,114424
198848,1171.1,114425
132650,1195.9,114427
146206,1560.8,114428
116528,869.7,11443
183209,1020.4,114430
157179,1763.1,113551
125802,1003.2,118691
58052,1583.4,119053
101070,1348.7,119054
209097,1087.2,119056
157182,1128.1,119058
209975,638.3,119062
114374,1055.9,119063
113912,1936.4,119065
272407,567.3,119066
204299,1655.5,119068
69658,1158.2,119069
262412,1086.1,119070
250552,1315.4,119072
175291,1285.2,119073
50805,1370.3,119074
275211,1004.3,119076
66136,1333.7,119077
253288,1207.7,119078
5222,16600.2,11908
220273,1054.9,119080
142469,1064.6,119147
100318,1149.6,119148
175593,1702.9,136060
132252,1764.2,136063
179610,1522,136065
107177,1480.1,136074
212981,1476.8,136080
80128,873,119019
166444,1235.7,119021
208797,1821.3,119023
179359,1352,119026
136883,1430.5,119031
3565,2024.7,119034
124445,1315.4,119036
228809,2088.2,119039
82204,874,119041
131985,2015,130033
241030,6810.4,119048
181996,1335.8,119156
49370,1290.6,119159
201383,662,119159
220271,1595.2,119166
5728,2148.5,119172
247943,1437,119181
116664,2219.5,119184
121437,1413.3,119187
31173,1942.9,119192
250598,1639.4,119196
161912,1512.3,119199
35282,952.6,119201
88600,1219.6,119205
262411,1332.6,119208
18793,1738.4,119213
44230,2082.8,119216
94723,13765,119220
94724,13522.8,119220
209983,14601.4,119220
245305,13155.8,119220
220579,40330.6,119227
12975,1594.1,119233
216537,1099,119236
234469,1437,119238
261927,2200.2,11924
286803,13105.2,11924
203638,1124.8,119998
234422,468.2,119998
15895,1014,1200
5717,1255.1,120000
62017,1229.2,120002
287147,1876.2,120003
31404,812.7,120004
176196,2296,120006
97800,3081.7,120007
187708,1327.2,119301
97765,1387.5,119305
119628,1272.3,119308
91892,831,117516
261140,709.3,117518
66586,801.9,117519
162331,904.2,117455
51473,1050.6,117458
111364,1499.4,117775
125779,805.1,117777
215142,1585.5,117778
152451,1720.1,117780
161899,1387.5,117782
201766,2002.1,117784
69360,1553.2,117785
236043,1829.9,117787
289891,1567.2,117790
72172,674.9,117792
287160,1587.7,117792
47240,1565.1,117794
262610,2756.7,117795
100603,2673.8,117797
262609,2920.3,117798
